title,author,venue,year,class
Statistical synopses for graph-structured XML databases,"Neoklis Polyzotis, Minos Garofalakis",International Conference on Management of Data,2002,ID751
QURSED: querying and reporting semistructured data,"Yannis Papakonstantinou, Michalis Petropoulos, Vasilis Vassalos",International Conference on Management of Data,2002,ID742
Storing and querying ordered XML using a relational database system,"Igor Tatarinov, Stratis D. Viglas, Kevin Beyer, Jayavel Shanmugasundaram, Eugene Shekita, Chun Zhang",International Conference on Management of Data,2002,ID743
Executing SQL over encrypted data in the database-service-provider model,"Hakan Hacig&#252;m&#252;&#351;, Bala Iyer, Chen Li, Sharad Mehrotra",International Conference on Management of Data,2002,ID703
Workflow management with service quality guarantees,"Michael Gillmann, Gerhard Weikum, Wolfgang Wonner",International Conference on Management of Data,2002,ID744
"Mining database structure; or, how to build a data quality browser","Tamraparni Dasu, Theodore Johnson, S. Muthukrishnan, Vladislav Shkapenyuk",International Conference on Management of Data,2002,ID745
A scalable hash ripple join algorithm,"Gang Luo, Curt J. Ellmann, Peter J. Haas, Jeffrey F. Naughton",International Conference on Management of Data,2002,ID704
Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri",International Conference on Management of Data,2002,ID705
Partial results for online query processing,"Vijayshankar Raman, Joseph M. Hellerstein",International Conference on Management of Data,2002,ID746
Proxy-based acceleration of dynamically generated content on the world wide web: an approach and implementation,"Anindya Datta, Kaushik Dutta, Helen Thomas, Debra VanderMeer,  Suresha, Krithi Ramamritham",International Conference on Management of Data,2002,ID737
Accelerating XPath location steps,Torsten Grust,International Conference on Management of Data,2002,ID700
APEX: an adaptive path index for XML data,"Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim",International Conference on Management of Data,2002,ID701
Covering indexes for branching path queries,"Raghav Kaushik, Philip Bohannon, Jeffrey F Naughton, Henry F Korth",International Conference on Management of Data,2002,ID702
Implementing database operations using SIMD instructions,"Jingren Zhou, Kenneth A. Ross",International Conference on Management of Data,2002,ID738
Fractal prefetching B+-Trees: optimizing both cache and disk performance,"Shimin Chen, Phillip B. Gibbons, Todd C. Mowry, Gary Valentin",International Conference on Management of Data,2002,ID739
Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,2002,ID740
StatiX: making XML count,"Juliana Freire, Jayant R. Haritsa, Maya Ramanath, Prasan Roy, J&#233;r&#244;me Sim&#233;on",International Conference on Management of Data,2002,ID741
HD-Eye: visual clustering of high dimensional data,"Alexander Hinneburg, Daniel A. Keim, Markus Wawryniuk",International Conference on Management of Data,2002,ID730
GEA: a toolkit for gene expression analysis,"Jessica M. Phan, Raymond Ng",International Conference on Management of Data,2002,ID729
DBXplorer: enabling keyword search over relational databases,"Sanjay Agrawal, Surajit Chaudhuri, Gautam Das",International Conference on Management of Data,2002,ID728
CubeExplorer: online exploration of data cubes,"Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang",International Conference on Management of Data,2002,ID727
XL: a platform for web services,"Daniela Florescu, Andreas Gr&#252;nhagen, Donald Kossmann, Steffen Rost",International Conference on Management of Data,2002,ID769
RoadRunner: automatic data extraction from data-intensive web sites,"Valter Crescenzi, Giansalvatore Mecca, Paolo Merialdo",International Conference on Management of Data,2002,ID768
Gigascope: high performance network monitoring with an SQL interface,"Chuck Cranor, Yuan Gao, Theodore Johnson, Vlaidslav Shkapenyuk, Oliver Spatscheck",International Conference on Management of Data,2002,ID726
Distributing queries over low-power wireless sensor networks,"Samuel Madden, Joseph M. Hellerstein",International Conference on Management of Data,2002,ID725
COUGAR: the network is the database,"Wai Fu Fung, David Sun, Johannes Gehrke",International Conference on Management of Data,2002,ID724
"COMMIX: towards effective web information extraction, integration and query answering","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",International Conference on Management of Data,2002,ID723
ACDN: a content delivery network for applications,"Pradnya Karbhari, Michael Rabinovich, Zhen Xiao, Fred Douglis",International Conference on Management of Data,2002,ID722
XCache: a semantic caching system for XML queries,"Li Chen, Elke A. Rundensteiner, Song Wang",International Conference on Management of Data,2002,ID767
Visual COKO: a debugger for query optimizer development,"Daniel J. Abadi, Mitch Cherniack",International Conference on Management of Data,2002,ID766
ToXgene: a template-based data generator for XML,"Denilson Barbosa, Alberto Mendelzon, John Keenleyside, Kelly Lyons",International Conference on Management of Data,2002,ID765
The XXL search engine: ranked retrieval of XML data using indexes and ontologies,"Anja Theobald, Gerhard Weikum",International Conference on Management of Data,2002,ID764
Rainbow: mapping-driven XQuery processing system,"Xin Zhang, Mukesh Mulchandani, Steffen Christ, Brian Murphy, Elke A. Rundensteiner",International Conference on Management of Data,2002,ID763
DBCache: database caching for web application servers,"Mehmet Altinel, Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Bruce G. Lindsay, Honguk Woo, Larry Brown",International Conference on Management of Data,2002,ID721
Learning table access cardinalities with LEO,"Volker Markl, Guy Lohman",International Conference on Management of Data,2002,ID762
Web caching for database applications with Oracle Web Cache,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",International Conference on Management of Data,2002,ID760
Middle-tier database caching for e-business,"Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Honguk Woo, Bruce G. Lindsay, Jeffrey F. Naughton",International Conference on Management of Data,2002,ID761
"TPC-DS, taking decision support benchmarking to the next level","Meikel Poess, Bryan Smith, Lubor Kollar, Paul Larson",International Conference on Management of Data,2002,ID758
Mid-tier caching: the TimesTen approach, The TimesTen Team,International Conference on Management of Data,2002,ID759
Automating physical database design in a parallel database,"Jun Rao, Chun Zhang, Nimrod Megiddo, Guy Lohman",International Conference on Management of Data,2002,ID720
The SDSS skyserver: public access to the sloan digital sky server data,"Alexander S. Szalay, Jim Gray, Ani R. Thakar, Peter Z. Kunszt, Tanu Malik, Jordan Raddick, Christopher Stoughton, Jan vandenBerg",International Conference on Management of Data,2002,ID757
Efficient execution of joins in a star schema,Andreas Weininger,International Conference on Management of Data,2002,ID719
Quadtree and R-tree indexes in oracle spatial: a comparison using GIS data,"Ravi Kanth V Kothuri, Siva Ravada, Daniel Abugov",International Conference on Management of Data,2002,ID756
Garlic: a new flavor of federated query processing for DB2,"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",International Conference on Management of Data,2002,ID755
A compact B-tree,"Peter Bumbulis, Ivan T. Bowman",International Conference on Management of Data,2002,ID718
Coordinating backup/recovery and data consistency between database and file systems,"Suparna Bhattacharya, C. Mohan, Karen W. Brannon, Inderpal Narang, Hui-I Hsiao, Mahadevan Subramanian",International Conference on Management of Data,2002,ID716
An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,"Asuman Dogac, Yusuf Tambag, Pinar Pembecioglu, Sait Pektas, Gokce Laleci, Gokhan Kurt, Serkan Toprak, Yildiray Kabak",International Conference on Management of Data,2002,ID717
Wavelet synopses with error guarantees,"Minos Garofalakis, Phillip B. Gibbons",International Conference on Management of Data,2002,ID754
Compressing SQL workloads,"Surajit Chaudhuri, Ashish Kumar Gupta, Vivek Narasayya",International Conference on Management of Data,2002,ID715
Systems and prototypes,Jignesh Patel,ACM SIGMOD Record ,2002,
A brief survey of web data extraction tools,"Alberto H. F. Laender, Berthier A. Ribeiro-Neto, Altigran S. da Silva, Juliana S. Teixeira",ACM SIGMOD Record ,2002,ID879
Standards,Andrew Eisenberg,ACM SIGMOD Record ,2002,
Phoenix project: fault-tolerant applications,"Roger Barga, David Lomet",ACM SIGMOD Record ,2002,ID886
Reports,Avigdor Gal,ACM SIGMOD Record ,2002,
Data warehousing and business intelligence for e-commerce: by Alan R. Simon & Steven L. Shaffer,Frank G. Goethals,ACM SIGMOD Record ,2002,ID2205
Report on the ACM fourth international workshop on data warehousing and OLAP (DOLAP 2001),Joachim Hammer,ACM SIGMOD Record ,2002,ID885
"On building an infrastructure for mobile and wireless systems: report on the NSF workshop on an infrastructure for mobile and wireless systems, Oct. 15, 2001","Birgitta K&#246;nig-Ries, Kia Makki, Sam Makki, Charles Perkins, Niki Pissinou, Peter Reiher, Peter Scheuermann, Jari Veijalainen, Ouri Wolfson",ACM SIGMOD Record ,2002,ID884
Book review column,Karl Aberer,ACM SIGMOD Record ,2002,ID878
Book reviews,Karl Aberer,ACM SIGMOD Record ,2002,
"Mining the world wide web: an information search approach by George Chang, Marcus J. Healey (editor), James A. M. McHugh, Jason T. L. Wang",Aris Ouksel,ACM SIGMOD Record ,2002,ID2218
Data mining: concepts and techniques by Jiawei Han and Micheline Kamber,"Fernando Berzal, Nicolf&#225;s Mat&#237;n",ACM SIGMOD Record ,2002,ID2212
From ternary relationship to relational tables: a case against common beliefs,Rafael Camps Par&#233;,ACM SIGMOD Record ,2002,ID877
Cluster validity methods: part I,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",ACM SIGMOD Record ,2002,ID876
"David DeWitt speaks out: on rethinking the CS curriculum, why the database community should be proud, why query optimization doesn't work, how supercomputing funding is sometimes very poorly spent, how he's not a good coder and isn't smart enough to do DB theory, and more",Marianne Winslett,ACM SIGMOD Record ,2002,
Distinguished database profiles,Marianne Winslett,ACM SIGMOD Record ,2002,
The design of a retrieval technique for high-dimensional data on tertiary storage,"Ratko Orlandic, Jack Lukaszuk, Craig Swietlik",ACM SIGMOD Record ,2002,ID881
A pictorial query language for querying geographic databases using positional and OLAP operators,"Elaheh Pourabbas, Maurizio Rafanelli",ACM SIGMOD Record ,2002,ID875
Investigating XQuery for querying across database object types,Nancy Wiegand,ACM SIGMOD Record ,2002,ID882
MPEG-7 and multimedia database systems,Harald Kosch,ACM SIGMOD Record ,2002,ID883
"Database tuning: principles, experiments, and troubleshooting techniques (part II)","Dennis Shasha, Philippe Bonnet",International Conference on Management of Data,2002,ID734
Software as a service: ASP and ASP aggregation,Christoph Bussler,International Conference on Management of Data,2002,ID775
Articles,Avigdor Gal,ACM SIGMOD Record ,2002,
Bringing order to query optimization,"Giedrius Slivinskas, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record ,2002,ID874
Implementing XQuery,Paul Cotton,International Conference on Management of Data,2002,ID772
Querying and mining data streams: you only get one look a tutorial,"Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",International Conference on Management of Data,2002,ID773
Tutorial: application servers and associated technologies,C. Mohan,International Conference on Management of Data,2002,ID774
"Database tuning: principles, experiments, and troubleshooting techniques (part I)","Dennis Shasha, Philippe Bonnet",International Conference on Management of Data,2002,ID733
XBase: making your gigabyte disk queriable,"Hongjun Lu, Guoren Wang, Ge Yu, Yubin Bao, Jianhua Lv, Yaxin Yu",International Conference on Management of Data,2002,ID770
XmdvTool: visual interactive data exploration and trend discovery of high-dimensional data sets,"Elke A. Rundensteiner, Matthew O. Ward, Jing Yang, Punit R. Doshi",International Conference on Management of Data,2002,ID771
Data streams: fresh current or stagnant backwater? (panel),"Joseph M. Hellerstein, Jennifer Widom",International Conference on Management of Data,2002,ID731
Going public: open-source databases and database research,Philippe Bonnet,International Conference on Management of Data,2002,ID732
Algorithms for Mining Distance-Based Outliers in Large Datasets,"Edwin M. Knorr, Raymond T. Ng",Very Large Data Bases,1998,ID1632
"Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","Stephen Blott, Henry F. Korth, Abraham Silberschatz",Very Large Data Bases,1998,ID1696
From Data Independence to Knowledge Independence: An on-going Story,Laurent Vieille,Very Large Data Bases,1998,ID1642
Materialized Views in Oracle,"Randall G. Bello, Karl Dias, Alan Downing, James J. Feenan, Jr., James L. Finnerty, William D. Norcott, Harry Sun, Andrew Witkowski, Mohamed Ziauddin",Very Large Data Bases,1998,ID1691
Computing Iceberg Queries Efficiently,"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",Very Large Data Bases,1998,ID1628
"TOPAZ: a Cost-Based, Rule-Driven, Multi-Phase Parallelizer","Clara Nippl, Bernhard Mitschang",Very Large Data Bases,1998,ID1668
Scalable Sweeping-Based Spatial Join,"Lars Arge, Octavian Procopiuc, Sridhar Ramaswamy, Torsten Suel, Jeffrey Scott Vitter",Very Large Data Bases,1998,ID1681
R-Tree Based Indexing of Now-Relative Bitemporal Data,"Rasa Bliujute, Christian S. Jensen, Simonas Saltenis, Giedrius Slivinskas",Very Large Data Bases,1998,ID1672
WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases,"Gholamhosein Sheikholeslami, Surojit Chatterjee, Aidong Zhang",Very Large Data Bases,1998,ID1676
Evaluating Functional Joins Along Nested Reference Sets in Object-Relational and Object-Oriented Databases,"Reinhard Braumandl, Jens Clau&#223;en, Alfons Kemper",Very Large Data Bases,1998,ID1657
Binding Propagation in Disjunctive Databases,Sergio Greco,Very Large Data Bases,1998,ID1627
